text,aspect,cleaned_text,cleaned_aspect,label
actually there are many databases that will not load now.,database,actually there are many databases that will not load now,database,0
also remove delivery charges,delivery charges,also remove delivery charges,delivery charges,0
charges on daily delivery need to be cut,Charges on daily delivery,charges on daily delivery need to be cut,Charges on daily delivery,0
on some days the quality of milk is not good.,milk,on some days the quality of milk is not good,milk,0
"thanks, this sounds interesting",sounds,thanks this sounds interesting,sounds,2
seems like a @notionhq bug for tweet embeds.,bug,seems like a  bug for tweet embeds,bug,0
can i group tables by multi-select tags?,Tables,can i group tables by multiselect tags,Tables,1
i received limited time offer for business plan 135 dollars for the year,offer,i received limited time offer for business plan 135 dollars for the year,offer,1
but all plan in appsumo is for watermark remover,watermark,but all plan in appsumo is for watermark remover,watermark,0
but we are giving you same plan for lifetime for just $350,lifetime,but we are giving you same plan for lifetime for just 350,lifetime,2
